"individual","KephLevel","RegulatoryBody","FacilityType","Owner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14815","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14816","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14817","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14818","Level 4","Ministry of Health","Secondary care hospitals","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14819","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14820","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14821","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14822","Level 3","Kenya MPDB - Institution","Basic primary health care facility","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14823","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14824","Level 3","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14825","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14826","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14827","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14828","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14829","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Company Medical Service"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14830","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14831","Level 4","Ministry of Health","Secondary care hospitals","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14832","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14833","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14834","Level 4","Kenya MPDB - Institution","Primary care hospitals","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14835","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14836","Level 3","Ministry of Health","Primary care hospitals","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14837","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14838","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14839","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14840","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14841","Level 2","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14842","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14843","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14844","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Company Medical Service"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14845","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14846","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14847","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Company Medical Service"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14848","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14849","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14852","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14855","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14856","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14857","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14858","Level 2","Kenya MPDB - Private Practice","Dispensaries and clinic-out patient only","Company Medical Service"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14859","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14860","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Public Institution"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14861","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14863","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Practice - General Practitioner"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14864","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14865","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14866","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14867","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14868","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14869","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14870","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14871","Level 2","Nursing Council of Kenya (Private Practice)","Dispensaries and clinic-out patient only","Private Practice - Nurse / Midwifery"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14872","Level 3","Kenya MPDB - Institution","Primary care hospitals","Other Faith Based"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14873","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14875","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14876","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14877","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14878","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14879","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14880","Level 2","Clinical Officers Council","Dispensaries and clinic-out patient only","Private Practice - Clinical Officer"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14881","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14882","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14883","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Private Enterprise (Institution)"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14884","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14886","Level 2","Kenya MPDB - Institution","Dispensaries and clinic-out patient only","Christian Health Association of Kenya"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14887","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14888","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14889","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14890","Level 4","Kenya MPDB - Institution","Primary care hospitals","Other Faith Based"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14891","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14892","Level 2","Ministry of Health","Dispensaries and clinic-out patient only","Ministry of Health"
"http://www.semanticweb.org/ontologies/Kenya-health-facilities#14893","Level 3","Ministry of Health","Basic primary health care facility","Ministry of Health"
